"Statistic","Quarter","County","UNIT","VALUE"
"New House Registrations","2019Q3","Sligo","Number","0"
"New House Registrations","2019Q3","Cavan","Number","1"
"New House Registrations","2019Q3","Donegal","Number","19"
"New House Registrations","2019Q3","Monaghan","Number","0"
"New House Registrations","2019Q4","All Counties","Number","3054"
"New House Registrations","2019Q4","Carlow","Number","6"
"New House Registrations","2019Q4","Dublin","Number","1690"
"New House Registrations","2019Q4","Kildare","Number","272"
"New House Registrations","2019Q4","Kilkenny","Number","26"
"New House Registrations","2019Q4","Laois","Number","6"
"New House Registrations","2019Q4","Longford","Number","0"
"New House Registrations","2019Q4","Louth","Number","26"
"New House Registrations","2019Q4","Meath","Number","235"
"New House Registrations","2019Q4","Offaly","Number","26"
"New House Registrations","2019Q4","Westmeath","Number","30"
"New House Registrations","2019Q4","Wexford","Number","88"
"New House Registrations","2019Q4","Wicklow","Number","111"
"New House Registrations","2019Q4","Clare","Number","3"
"New House Registrations","2019Q4","Cork","Number","262"
"New House Registrations","2019Q4","Kerry","Number","21"
"New House Registrations","2019Q4","Limerick","Number","2"
"New House Registrations","2019Q4","Tipperary","Number","1"
"New House Registrations","2019Q4","Waterford","Number","44"
"New House Registrations","2019Q4","Galway","Number","117"
"New House Registrations","2019Q4","Leitrim","Number","0"
"New House Registrations","2019Q4","Mayo","Number","24"
"New House Registrations","2019Q4","Roscommon","Number","7"
"New House Registrations","2019Q4","Sligo","Number","0"
"New House Registrations","2019Q4","Cavan","Number","4"
"New House Registrations","2019Q4","Donegal","Number","48"
"New House Registrations","2019Q4","Monaghan","Number","5"
"New House Registrations","2020Q1","All Counties","Number","3411"
"New House Registrations","2020Q1","Carlow","Number","8"
"New House Registrations","2020Q1","Dublin","Number","1441"
"New House Registrations","2020Q1","Kildare","Number","558"
"New House Registrations","2020Q1","Kilkenny","Number","7"
"New House Registrations","2020Q1","Laois","Number","12"
"New House Registrations","2020Q1","Longford","Number","0"
"New House Registrations","2020Q1","Louth","Number","23"
"New House Registrations","2020Q1","Meath","Number","250"
"New House Registrations","2020Q1","Offaly","Number","86"
"New House Registrations","2020Q1","Westmeath","Number","42"
"New House Registrations","2020Q1","Wexford","Number","78"
"New House Registrations","2020Q1","Wicklow","Number","31"
"New House Registrations","2020Q1","Clare","Number","62"
"New House Registrations","2020Q1","Cork","Number","435"
"New House Registrations","2020Q1","Kerry","Number","21"
"New House Registrations","2020Q1","Limerick","Number","21"
"New House Registrations","2020Q1","Tipperary","Number","1"
"New House Registrations","2020Q1","Waterford","Number","169"
"New House Registrations","2020Q1","Galway","Number","115"
"New House Registrations","2020Q1","Leitrim","Number","0"
"New House Registrations","2020Q1","Mayo","Number","5"
"New House Registrations","2020Q1","Roscommon","Number","8"
"New House Registrations","2020Q1","Sligo","Number","10"
"New House Registrations","2020Q1","Cavan","Number","21"
"New House Registrations","2020Q1","Donegal","Number","7"
"New House Registrations","2020Q1","Monaghan","Number","0"
"New House Registrations","2020Q2","All Counties","Number","1096"
"New House Registrations","2020Q2","Carlow","Number","0"
"New House Registrations","2020Q2","Dublin","Number","451"
"New House Registrations","2020Q2","Kildare","Number","140"
"New House Registrations","2020Q2","Kilkenny","Number","42"
"New House Registrations","2020Q2","Laois","Number","24"
"New House Registrations","2020Q2","Longford","Number","0"
"New House Registrations","2020Q2","Louth","Number","0"
"New House Registrations","2020Q2","Meath","Number","109"
"New House Registrations","2020Q2","Offaly","Number","44"
"New House Registrations","2020Q2","Westmeath","Number","0"
"New House Registrations","2020Q2","Wexford","Number","1"
"New House Registrations","2020Q2","Wicklow","Number","39"
"New House Registrations","2020Q2","Clare","Number","9"
"New House Registrations","2020Q2","Cork","Number","77"
"New House Registrations","2020Q2","Kerry","Number","16"
"New House Registrations","2020Q2","Limerick","Number","5"
"New House Registrations","2020Q2","Tipperary","Number","0"
"New House Registrations","2020Q2","Waterford","Number","36"
"New House Registrations","2020Q2","Galway","Number","84"
"New House Registrations","2020Q2","Leitrim","Number","0"
"New House Registrations","2020Q2","Mayo","Number","8"
"New House Registrations","2020Q2","Roscommon","Number","0"
"New House Registrations","2020Q2","Sligo","Number","0"
"New House Registrations","2020Q2","Cavan","Number","11"
"New House Registrations","2020Q2","Donegal","Number","0"
"New House Registrations","2020Q2","Monaghan","Number","0"
